#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_30_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_120_VS_siIkBa_0.txt
Merged-chr12-92760102-1	chr12	92760052	92760152	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8503	
Merged-chrX-72546225-1	chrX	72546175	72546275	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40455	
Merged-chr18-50560001-1	chr18	50559951	50560051	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_16550	
Merged-chr12-95195268-1	chr12	95195218	95195318	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8540	
Merged-chr12-95849250-1	chr12	95849200	95849300	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8552	
Merged-chr18-55086125-1	chr18	55086075	55086175	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_16576	
Merged-chr12-96071262-1	chr12	96071212	96071312	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8561	
Merged-chrX-78886682-1	chrX	78886632	78886732	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40492	
Merged-chr12-97924395-1	chr12	97924345	97924445	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8583	
Merged-chr8-61259944-1	chr8	61259894	61259994	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36524	
Merged-chr15-68691818-1	chr15	68691768	68691868	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12527	
Merged-chr3-61645141-1	chr3	61645091	61645191	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_24548	
Merged-chr8-65841454-1	chr8	65841404	65841504	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36576	
Merged-chr15-70463125-1	chr15	70463075	70463175	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12568	
Merged-chr15-70617319-1	chr15	70617269	70617369	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12572	
Merged-chr15-70763174-1	chr15	70763124	70763224	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12575	
Merged-chr10-77334739-1	chr10	77334689	77334789	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4598	
Merged-chr6-92132627-1	chr6	92132577	92132677	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_32515	
Merged-chr2-185583625-1	chr2	185583575	185583675	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20500	
Merged-chr6-92865119-1	chr6	92865069	92865169	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_32520	
Merged-chr6-92892712-1	chr6	92892662	92892762	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_32521	
Merged-chr2-69695665-1	chr2	69695615	69695715	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19032	
Merged-chr6-95203329-1	chr6	95203279	95203379	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_32532	
Merged-chr2-186849116-1	chr2	186849066	186849166	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20519	
Merged-chr2-71609558-1	chr2	71609508	71609608	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19076	
Merged-chr2-190781916-1	chr2	190781866	190781966	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20570	
Merged-chr6-100289477-1	chr6	100289427	100289527	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_32592	
Merged-chr5-11267423-1	chr5	11267373	11267473	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_28670	
Merged-chrX-99302159-1	chrX	99302109	99302209	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40571	
Merged-chr11-132300450-1	chr11	132300400	132300500	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7049	
Merged-chr17-43418922-1	chr17	43418872	43418972	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15067	
Merged-chr11-133078794-1	chr11	133078744	133078844	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7054	
Merged-chr5-13921803-1	chr5	13921753	13921853	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_28697	
Merged-chr11-134608522-1	chr11	134608472	134608572	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7075	
Merged-chr12-153304-1	chr12	153254	153354	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7079	
Merged-chr12-1519055-1	chr12	1519005	1519105	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7087	
Merged-chr12-105236162-1	chr12	105236112	105236212	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8698	
Merged-chr8-66919557-1	chr8	66919507	66919607	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36600	
Merged-chr8-66925616-1	chr8	66925566	66925666	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36602	
Merged-chr21-40382981-1	chr21	40382931	40383031	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23009	
Merged-chr8-68872765-1	chr8	68872715	68872815	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36636	
Merged-chr3-63924283-1	chr3	63924233	63924333	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_24625	
Merged-chr7-104252596-1	chr7	104252546	104252646	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35048	
Merged-chr15-72722366-1	chr15	72722316	72722416	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12614	
Merged-chr10-77587308-1	chr10	77587258	77587358	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4606	
Merged-chr1-207053483-1	chr1	207053433	207053533	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3008	
Merged-chr8-71258306-1	chr8	71258256	71258356	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36661	
Merged-chr14-64234872-1	chr14	64234822	64234922	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11027	
Merged-chr7-105401839-1	chr7	105401789	105401889	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35067	
Merged-chr8-72918822-1	chr8	72918772	72918872	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36679	
Merged-chr21-43012747-1	chr21	43012697	43012797	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23078	
Merged-chr3-64817791-1	chr3	64817741	64817841	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_24688	
Merged-chr10-80536053-1	chr10	80536003	80536103	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4652	
Merged-chr15-74901987-1	chr15	74901937	74902037	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12673	
Merged-chr10-84054932-1	chr10	84054882	84054982	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4691	
Merged-chr5-179760269-1	chr5	179760219	179760319	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31016	
Merged-chr2-195561150-1	chr2	195561100	195561200	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20611	
Merged-chr2-197158918-1	chr2	197158868	197158968	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20633	
Merged-chr2-75628083-1	chr2	75628033	75628133	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19156	
Merged-chr6-686727-1	chr6	686677	686777	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31057	
Merged-chr1-3337356-1	chr1	3337306	3337406	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_49	
Merged-chr2-201069502-1	chr2	201069452	201069552	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20687	
Merged-chr9-100537658-1	chr9	100537608	100537708	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39106	
Merged-chr5-14180647-1	chr5	14180597	14180697	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_28703	
Merged-chrX-101408421-1	chrX	101408371	101408471	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40602	
Merged-chr9-104386595-1	chr9	104386545	104386645	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39148	
Merged-chr12-106736565-1	chr12	106736515	106736615	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8717	
Merged-chrX-103832325-1	chrX	103832275	103832375	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40641	
Merged-chr4-54999128-1	chr4	54999078	54999178	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27142	
Merged-chr17-46923170-1	chr17	46923120	46923220	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15127	
Merged-chr12-2682824-1	chr12	2682774	2682874	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7110	
Merged-chr12-3333717-1	chr12	3333667	3333767	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7124	
Merged-chr19-1017239-1	chr19	1017189	1017289	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_16763	
Merged-chr12-5503965-1	chr12	5503915	5504015	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7150	
Merged-chr12-109052417-1	chr12	109052367	109052467	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8762	
Merged-chrX-107732416-1	chrX	107732366	107732466	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40699	
Merged-chr17-49132813-1	chr17	49132763	49132863	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15197	
Merged-chr12-6698033-1	chr12	6697983	6698083	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7184	
Merged-chr7-106568730-1	chr7	106568680	106568780	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35109	
Merged-chr21-44765584-1	chr21	44765534	44765634	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23117	
Merged-chr3-67325443-1	chr3	67325393	67325493	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_24731	
Merged-chr15-77501035-1	chr15	77500985	77501085	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12717	
Merged-chr15-77642964-1	chr15	77642914	77643014	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12722	
Merged-chr15-77959574-1	chr15	77959524	77959624	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_12728	
Merged-chr14-68565275-1	chr14	68565225	68565325	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11128	
Merged-chr1-214661057-1	chr1	214661007	214661107	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3114	
Merged-chr14-69206312-1	chr14	69206262	69206362	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11150	
Merged-chr10-89032196-1	chr10	89032146	89032246	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4752	
Merged-chr10-89260552-1	chr10	89260502	89260602	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4754	
Merged-chr10-89644071-1	chr10	89644021	89644121	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4758	
Merged-chr22-17396889-1	chr22	17396839	17396939	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23180	
Merged-chr22-17558574-1	chr22	17558524	17558624	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23182	
Merged-chr1-217135562-1	chr1	217135512	217135612	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_3151	
Merged-chr10-91745384-1	chr10	91745334	91745434	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_4779	
Merged-chr14-71206897-1	chr14	71206847	71206947	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11190	
Merged-chr14-71717389-1	chr14	71717339	71717439	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_11199	
Merged-chr2-201558802-1	chr2	201558752	201558852	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20700	
Merged-chr2-202039130-1	chr2	202039080	202039180	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20707	
Merged-chr2-85285639-1	chr2	85285589	85285689	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19223	
Merged-chr6-109892701-1	chr6	109892651	109892751	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_32733	
Merged-chr2-203721455-1	chr2	203721405	203721505	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_20740	
Merged-chr2-88060605-1	chr2	88060555	88060655	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_19265	
Merged-chr6-6584971-1	chr6	6584921	6585021	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31165	
Merged-chr6-7201354-1	chr6	7201304	7201404	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_31184	
Merged-chrX-108713149-1	chrX	108713099	108713199	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40708	
Merged-chr19-3035769-1	chr19	3035719	3035819	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_16804	
Merged-chrX-111417055-1	chrX	111417005	111417105	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_40735	
Merged-chr17-50427097-1	chr17	50427047	50427147	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15229	
Merged-chr9-110213529-1	chr9	110213479	110213579	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39260	
Merged-chr12-112190959-1	chr12	112190909	112191009	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8820	
Merged-chr12-112198356-1	chr12	112198306	112198406	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_8821	
Merged-chr17-50707718-1	chr17	50707668	50707768	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15236	
Merged-chr9-111484414-1	chr9	111484364	111484464	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39271	
Merged-chr9-111728839-1	chr9	111728789	111728889	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39278	
Merged-chr12-8913172-1	chr12	8913122	8913222	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7225	
Merged-chr19-5680610-1	chr19	5680560	5680660	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_16849	
Merged-chr17-50852226-1	chr17	50852176	50852276	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15240	
Merged-chr17-50956942-1	chr17	50956892	50956992	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15249	
Merged-chr12-9648457-1	chr12	9648407	9648507	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7236	
Merged-chr9-112322460-1	chr9	112322410	112322510	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_39293	
Merged-chr4-74320948-1	chr4	74320898	74320998	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27283	
Merged-chr4-74545676-1	chr4	74545626	74545726	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27287	
Merged-chr4-74934593-1	chr4	74934543	74934643	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_27293	
Merged-chr12-12442533-1	chr12	12442483	12442583	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7270	
Merged-chr12-12611954-1	chr12	12611904	12612004	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_7275	
Merged-chr17-54937622-1	chr17	54937572	54937672	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_15291	
Merged-chr7-112415122-1	chr7	112415072	112415172	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_35207	
Merged-chr8-82023545-1	chr8	82023495	82023595	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_36821	
Merged-chr22-19276429-1	chr22	19276379	19276479	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siIkBa_75_VS_siIkBa_0.txt	1		siIkBa_75_peak_23200	
