#name (cmd = mergePeaks -d 100 /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt /mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_30_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_75_VS_siCtrl_0.txt	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt
Merged-chr9-15552356-1	chr9	15552306	15552406	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41899
Merged-chr12-113185102-1	chr12	113185052	113185152	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_9560
Merged-chr12-113335191-1	chr12	113335141	113335241	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_9569
Merged-chr18-47930941-1	chr18	47930891	47930991	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_17984
Merged-chr17-45093044-1	chr17	45092994	45093094	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16383
Merged-chr17-45130231-1	chr17	45130181	45130281	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16385
Merged-chr18-48297301-1	chr18	48297251	48297351	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_17994
Merged-chr17-45341964-1	chr17	45341914	45342014	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16393
Merged-chr17-45355334-1	chr17	45355284	45355384	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16394
Merged-chr12-114935758-1	chr12	114935708	114935808	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_9591
Merged-chr6-140486270-1	chr6	140486220	140486320	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36320
Merged-chr22-44498391-1	chr22	44498341	44498441	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25910
Merged-chr15-90264960-1	chr15	90264910	90265010	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13906
Merged-chr20-48260460-1	chr20	48260410	48260510	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24325
Merged-chr6-142518266-1	chr6	142518216	142518316	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36347
Merged-chr22-46053521-1	chr22	46053471	46053571	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25935
Merged-chr20-48457955-1	chr20	48457905	48458005	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24335
Merged-chr6-142885358-1	chr6	142885308	142885408	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36353
Merged-chr15-90646023-1	chr15	90645973	90646073	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13925
Merged-chr22-46563542-1	chr22	46563492	46563592	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25941
Merged-chr22-47193323-1	chr22	47193273	47193373	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25949
Merged-chr20-48578571-1	chr20	48578521	48578621	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24343
Merged-chr6-143634749-1	chr6	143634699	143634799	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36367
Merged-chr10-104139332-1	chr10	104139282	104139382	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5511
Merged-chr15-91247746-1	chr15	91247696	91247796	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13943
Merged-chr22-50028376-1	chr22	50028326	50028426	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_25968
Merged-chr6-144999289-1	chr6	144999239	144999339	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36396
Merged-chr10-108546978-1	chr10	108546928	108547028	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5544
Merged-chr10-109412125-1	chr10	109412075	109412175	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5547
Merged-chr15-92082478-1	chr15	92082428	92082528	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13966
Merged-chr15-92140915-1	chr15	92140865	92140965	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13967
Merged-chr14-94028595-1	chr14	94028545	94028645	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12360
Merged-chr14-94174365-1	chr14	94174315	94174415	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12363
Merged-chr10-110007873-1	chr10	110007823	110007923	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5553
Merged-chr20-49517640-1	chr20	49517590	49517690	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24391
Merged-chr10-110456885-1	chr10	110456835	110456935	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5565
Merged-chr15-92694238-1	chr15	92694188	92694288	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13982
Merged-chr15-93043647-1	chr15	93043597	93043697	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_13997
Merged-chr14-95814606-1	chr14	95814556	95814656	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12398
Merged-chr10-111233586-1	chr10	111233536	111233636	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5583
Merged-chr10-111810714-1	chr10	111810664	111810764	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5588
Merged-chrX-75156291-1	chrX	75156241	75156341	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_44302
Merged-chrX-78024981-1	chrX	78024931	78025031	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_44316
Merged-chr5-81657638-1	chr5	81657588	81657688	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32315
Merged-chr5-81667187-1	chr5	81667137	81667237	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32316
Merged-chr5-181182095-1	chr5	181182045	181182145	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_33941
Merged-chr5-181244270-1	chr5	181244220	181244320	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_33944
Merged-chr2-151669824-1	chr2	151669774	151669874	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21936
Merged-chr5-85049313-1	chr5	85049263	85049363	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32350
Merged-chrX-94854448-1	chrX	94854398	94854498	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_44370
Merged-chr2-152155451-1	chr2	152155401	152155501	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21945
Merged-chr2-37802603-1	chr2	37802553	37802653	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_20346
Merged-chr1-96845637-1	chr1	96845587	96845687	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1511
Merged-chr2-152718213-1	chr2	152718163	152718263	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21955
Merged-chr6-2848942-1	chr6	2848892	2848992	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_33987
Merged-chr1-99659918-1	chr1	99659868	99659968	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1530
Merged-chr1-100037952-1	chr1	100037902	100038002	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1534
Merged-chr5-90421355-1	chr5	90421305	90421405	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32393
Merged-chr1-100543940-1	chr1	100543890	100543990	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1542
Merged-chr2-39107924-1	chr2	39107874	39107974	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_20381
Merged-chr2-156335648-1	chr2	156335598	156335698	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_21994
Merged-chr1-106675781-1	chr1	106675731	106675831	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1568
Merged-chr1-107111110-1	chr1	107111060	107111160	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1580
Merged-chr1-107750556-1	chr1	107750506	107750606	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1599
Merged-chr9-15697157-1	chr9	15697107	15697207	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41903
Merged-chr8-81948479-1	chr8	81948429	81948529	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_40307
Merged-chr17-46187086-1	chr17	46187036	46187136	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16405
Merged-chr17-46266953-1	chr17	46266903	46267003	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16407
Merged-chr17-46758856-1	chr17	46758806	46758906	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16408
Merged-chr3-152269620-1	chr3	152269570	152269670	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28429
Merged-chr3-152283751-1	chr3	152283701	152283801	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28430
Merged-chr9-19193030-1	chr9	19192980	19193080	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41930
Merged-chr12-115885240-1	chr12	115885190	115885290	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_9600
Merged-chr8-85351626-1	chr8	85351576	85351676	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_40337
Merged-chr12-15789868-1	chr12	15789818	15789918	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8009
Merged-chr17-47776777-1	chr17	47776727	47776827	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16421
Merged-chr3-153209858-1	chr3	153209808	153209908	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28447
Merged-chr3-153284557-1	chr3	153284507	153284607	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28449
Merged-chr12-116542756-1	chr12	116542706	116542806	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_9618
Merged-chr8-85973568-1	chr8	85973518	85973618	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_40349
Merged-chr12-15882407-1	chr12	15882357	15882457	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8011
Merged-chr12-16606378-1	chr12	16606328	16606428	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8018
Merged-chr17-47958266-1	chr17	47958216	47958316	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16435
Merged-chr3-153980536-1	chr3	153980486	153980586	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28454
Merged-chr3-153997517-1	chr3	153997467	153997567	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28455
Merged-chr8-86200089-1	chr8	86200039	86200139	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_40355
Merged-chr9-22210444-1	chr9	22210394	22210494	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_41971
Merged-chr17-48261438-1	chr17	48261388	48261488	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16456
Merged-chr17-48307958-1	chr17	48307908	48308008	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16457
Merged-chr17-48678694-1	chr17	48678644	48678744	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16465
Merged-chr3-156082316-1	chr3	156082266	156082366	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_28485
Merged-chr17-48836348-1	chr17	48836298	48836398	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_16471
Merged-chr8-88843718-1	chr8	88843668	88843768	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_40397
Merged-chr12-119710473-1	chr12	119710423	119710523	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_9678
Merged-chr12-24227180-1	chr12	24227130	24227230	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8071
Merged-chr12-25135840-1	chr12	25135790	25135890	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8076
Merged-chr12-25776201-1	chr12	25776151	25776251	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8089
Merged-chr12-25792196-1	chr12	25792146	25792246	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8090
Merged-chr12-26319606-1	chr12	26319556	26319656	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_8098
Merged-chr6-145351270-1	chr6	145351220	145351320	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36404
Merged-chr20-49861125-1	chr20	49861075	49861175	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24404
Merged-chr6-147738310-1	chr6	147738260	147738360	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36434
Merged-chr14-96065923-1	chr14	96065873	96065973	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12404
Merged-chr10-112742211-1	chr10	112742161	112742261	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5601
Merged-chr1-248863038-1	chr1	248862988	248863088	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_4000
Merged-chr14-96584382-1	chr14	96584332	96584432	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12422
Merged-chr6-149088103-1	chr6	149088053	149088153	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36460
Merged-chr6-149248912-1	chr6	149248862	149248962	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_36463
Merged-chr10-339144-1	chr10	339094	339194	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_4010
Merged-chr20-50642550-1	chr20	50642500	50642600	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24453
Merged-chr10-114697209-1	chr10	114697159	114697259	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5634
Merged-chr10-114938189-1	chr10	114938139	114938239	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5638
Merged-chr20-50921955-1	chr20	50921905	50922005	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24477
Merged-chr20-50980395-1	chr20	50980345	50980445	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24480
Merged-chr10-2985947-1	chr10	2985897	2985997	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_4055
Merged-chr14-100247011-1	chr14	100246961	100247061	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12479
Merged-chr20-51500506-1	chr20	51500456	51500556	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_24498
Merged-chr10-3395736-1	chr10	3395686	3395786	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_4068
Merged-chr10-3777196-1	chr10	3777146	3777246	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_4076
Merged-chr14-100554300-1	chr14	100554250	100554350	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_12490
Merged-chr10-119209594-1	chr10	119209544	119209644	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_5693
Merged-chr10-4736270-1	chr10	4736220	4736320	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_4096
Merged-chrX-101759208-1	chrX	101759158	101759258	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_44416
Merged-chr5-91163262-1	chr5	91163212	91163312	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32411
Merged-chrX-103629586-1	chrX	103629536	103629636	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_44445
Merged-chr5-93607517-1	chr5	93607467	93607567	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32445
Merged-chr2-42570021-1	chr2	42569971	42570071	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_20432
Merged-chrX-105865870-1	chrX	105865820	105865920	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_44478
Merged-chr1-108016661-1	chr1	108016611	108016711	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_1605
Merged-chr2-42929042-1	chr2	42928992	42929092	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_20444
Merged-chr5-94738112-1	chr5	94738062	94738162	+	0.000000	/mnt/minami_shared/ATAC-seq_filtered/DifferentialPeaks_siCtrl_120_VS_siCtrl_0.txt	1			siCtrl_120_peak_32465
